## BCL6 FOXP3 GATA3 IFNG IL10 IL2 IL21 IL4 IL9 RORGT TBET TGFB IL10e IL4e IL2e IL21e TGFBe IFNGe
# BCL6 (IL2, IL21, TBET, TGFB, BCL6)
0, 0, 0, 0, 0
0, 0, 0, 1, 0
0, 0, 1, 0, 0
0, 0, 1, 1, 0
0, 1, 0, 0, 1
0, 1, 0, 1, 0
0, 1, 1, 0, 0
0, 1, 1, 1, 0
1, 0, 0, 0, 0
1, 0, 0, 1, 0
1, 0, 1, 0, 0
1, 0, 1, 1, 0
1, 1, 0, 0, 0
1, 1, 0, 1, 0
1, 1, 1, 0, 0
1, 1, 1, 1, 0
# FOXP3 (FOXP3, IL2, IL21, RORGT, TGFB, FOXP3)
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 0
0, 0, 0, 1, 0, 0
0, 0, 0, 1, 1, 0
0, 0, 1, 0, 0, 0
0, 0, 1, 0, 1, 0
0, 0, 1, 1, 0, 0
0, 0, 1, 1, 1, 0
0, 1, 0, 0, 0, 0
0, 1, 0, 0, 1, 1
0, 1, 0, 1, 0, 0
0, 1, 0, 1, 1, 0
0, 1, 1, 0, 0, 0
0, 1, 1, 0, 1, 0
0, 1, 1, 1, 0, 0
0, 1, 1, 1, 1, 0
1, 0, 0, 0, 0, 0
1, 0, 0, 0, 1, 0
1, 0, 0, 1, 0, 0
1, 0, 0, 1, 1, 0
1, 0, 1, 0, 0, 0
1, 0, 1, 0, 1, 0
1, 0, 1, 1, 0, 0
1, 0, 1, 1, 1, 0
1, 1, 0, 0, 0, 1
1, 1, 0, 0, 1, 1
1, 1, 0, 1, 0, 0
1, 1, 0, 1, 1, 0
1, 1, 1, 0, 0, 0
1, 1, 1, 0, 1, 0
1, 1, 1, 1, 0, 0
1, 1, 1, 1, 1, 0
# GATA3 (BCL6, GATA3, IFNG, IL2, IL21, IL4, TBET, TGFB, GATA3)
1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0
1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1
1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1
1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1
1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0
1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0
1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0
1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0
1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0
1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0
1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0
1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0
1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0
1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0
1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0
1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0
1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0
1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0
1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0
1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0
1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0
1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0
1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0
1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0
1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0
1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0
1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0
1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0
1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0
1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0
1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0
1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0
1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0
1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0
1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0
1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0
1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0
1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0
1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0
1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0
1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0
1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0
1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0
1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0
1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0
1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0
1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0
1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0
1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0
1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0
1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0
1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0
1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0
1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0
1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0
1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0
1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0
1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0
1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0
1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0
1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0
1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0
1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0
1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0
1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0
1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0
1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0
1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0
1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0
1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0
1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0
1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0
1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0
1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0
1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0
1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0
1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0
1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0
1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0
1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0
1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0
1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0
1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0
1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0
1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0
1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0
1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0
1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0
1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0
1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0
1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0
1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0
1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0
1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0
1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0
1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0
1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0
1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0
1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0
1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0
1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0
1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0
1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0
1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0
1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0
1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0
1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0
1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0
1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0
1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0
1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0
1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1
1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1
1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1
1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1
1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0
1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0
1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0
1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0
1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0
1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0
1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0
1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0
1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0
1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0
1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0
1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0
1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0
1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0
1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0
1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0
1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0
1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0
1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0
1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0
1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0
1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0
1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0
1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0
1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0
1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0
1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0
1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0
1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0
1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0
1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0
1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0
1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0
1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0
1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0
1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0
1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0
1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0
1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0
1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0
1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0
1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0
1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0
1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0
1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0
1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0
1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0
1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0
1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0
1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0
1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0
1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0
1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0
1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0
1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0
1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0
1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0
1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0
1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0
1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0
1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0
1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0
1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0
1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0
1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0
1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0
1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0
1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0
1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0
1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0
1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0
1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0
1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0
1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0
1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0
1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0
1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0
1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0
1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0
1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0
1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0
1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0
1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0
1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0
1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0
1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0
1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0
1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0
1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0
1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0
1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0
1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0
1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0
1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0
1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0
1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0
1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0
1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0
1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0
1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0
1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0
1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0
1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0
1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0
1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0
1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0
1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0
1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0
1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0
1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0
1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0
1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0
1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0
1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1
1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1
1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1
1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1
1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0
1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0
1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0
1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0
1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0
1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0
1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0
1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0
1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0
1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0
1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0
1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0
1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0
1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0
1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0
1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0
1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0
1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0
1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0
1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0
1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0
1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0
1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0
1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0
1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0
1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0
1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0
1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0
1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0
1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0
1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0
1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0
1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0
1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0
1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0
1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0
1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0
1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0
1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0
1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0
1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0
1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0
1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0
1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0
1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0
1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0
1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0
1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0
1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0
1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0
1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0
1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0
1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0
1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0
1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0
1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0
1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0
1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0
1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0
1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0
1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0
1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0
1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0
1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0
1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0
1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0
1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0
1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0
1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0
1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0
1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0
1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0
1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0
1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0
1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0
1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0
1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0
1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0
1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0
1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0
1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0
1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0
1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0
1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0
1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0
1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0
1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0
1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0
1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0
1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0
1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0
1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0
1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0
1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0
1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0
1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0
1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0
1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0
1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0
1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0
1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0
1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0
1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0
1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0
1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0
1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0
1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0
1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0
1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0
1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0
1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0
1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0
1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0
1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0
1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0
1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0
1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0
1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1
1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1
1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1
1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1
1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0
1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0
1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0
1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0
1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0
1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0
1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0
1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0
1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0
1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0
1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0
1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0
1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0
1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0
1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0
